director_name,genres,actor_1_name,actor_2_name,actor_3_name,movie_title
George Lucas,Action Adventure Fantasy Sci-Fi,Natalie Portman,Christopher Lee,Hayden Christensen,Star Wars: Episode III - Revenge of the Sith
George Lucas,Action Adventure Fantasy Sci-Fi,Natalie Portman,Christopher Lee,Hayden Christensen,Star Wars: Episode II - Attack of the Clones
Pete Docter,Adventure Animation Comedy Family Fantasy,Steve Buscemi,John Ratzenberger,James Coburn,"Monsters, Inc."
James Mangold,Action Adventure Sci-Fi Thriller,Hugh Jackman,Tao Okamoto,Rila Fukushima,The Wolverine
George Lucas,Action Adventure Fantasy Sci-Fi,Natalie Portman,Liam Neeson,Ian McDiarmid,Star Wars: Episode I - The Phantom Menace
Kirk De Micco,Adventure Animation Comedy Family Fantasy,Ryan Reynolds,Emma Stone,Nicolas Cage,The Croods
Frédéric Forestier,Adventure Comedy Family Fantasy,Alain Delon,Santiago Segura,Vanessa Hessler,Asterix at the Olympic Games
John Woo,Action Drama War,Nicolas Cage,Roger Willie,Noah Emmerich,Windtalkers
Cedric Nicolas-Troyan,Action Adventure Drama Fantasy,Chris Hemsworth,Sam Claflin,Charlize Theron,The Huntsman: Winter's War
Jonathan Liebesman,Action Adventure Comedy Sci-Fi,Noel Fisher,Danny Woodburn,Jeremy Howard,Teenage Mutant Ninja Turtles
Alfonso Cuarón,Adventure Drama Sci-Fi Thriller,Phaldut Sharma,Basher Savage,Amy Warren,Gravity
Roger Donaldson,Action Adventure Thriller,Jamie Renée Smith,Grant Heslov,Tzi Ma,Dante's Peak
Dave Green,Action Adventure Comedy Sci-Fi,Stephen Amell,Noel Fisher,Brad Garrett,Teenage Mutant Ninja Turtles: Out of the Shadows
Josh Trank,Action Adventure Sci-Fi,Tim Blake Nelson,Reg E. Cathey,Tim Heidecker,Fantastic Four
Shawn Levy,Action Adventure Comedy Family Fantasy,Robin Williams,Rami Malek,Steve Coogan,Night at the Museum
Brad Peyton,Action Adventure Drama Thriller,Dwayne Johnson,Ioan Gruffudd,Archie Panjabi,San Andreas
Roger Spottiswoode,Action Adventure Thriller,Vincent Schiavelli,Colin Salmon,Joe Don Baker,Tomorrow Never Dies
Roland Emmerich,Action Drama History War,Heath Ledger,Adam Baldwin,Tom Wilkinson,The Patriot
Steven Soderbergh,Crime Thriller,Brad Pitt,Julia Roberts,Mini Anden,Ocean's Twelve
Doug Liman,Action Comedy Crime Romance Thriller,Brad Pitt,Angelina Jolie Pitt,Stephanie March,Mr. & Mrs. Smith
Robert Schwentke,Adventure Sci-Fi Thriller,Kate Winslet,Theo James,Mekhi Phifer,Insurgent
Martin Scorsese,Biography Drama,Leonardo DiCaprio,Adam Scott,Frances Conroy,The Aviator
Rob Letterman,Adventure Comedy Family Fantasy,James Corden,Catherine Tate,Olly Alexander,Gulliver's Travels
Michel Gondry,Action Comedy Crime Sci-Fi Thriller,Christoph Waltz,Tom Wilkinson,Chad L. Coleman,The Green Hornet
Not Available,Action Adventure Crime,George Peppard,Dirk Benedict,Dwight Schultz,The A-Team
Noam Murro,Action Drama Fantasy War,Eva Green,Sullivan Stapleton,Peter Mensah,300: Rise of an Empire
Raja Gosnell,Adventure Animation Comedy Family Fantasy,Mahadeo Shivraj,Tim Gunn,Madison McKinley,The Smurfs
Will Finn,Animation Comedy Family Music Western,Steve Buscemi,Roseanne Barr,G.W. Bailey,Home on the Range
Robert Schwentke,Action Adventure Mystery Sci-Fi Thriller,Naomi Watts,Theo James,Zoë Kravitz,Allegiant
Shawn Levy,Action Drama Sci-Fi Sport,Hugh Jackman,Torey Michael Adkins,Olga Fonda,Real Steel
Raja Gosnell,Adventure Animation Comedy Family Fantasy,Jacob Tremblay,Nancy O'Dell,Vanessa Matsui,The Smurfs 2
Jan de Bont,Action Crime Romance Thriller,Jason Patric,Temuera Morrison,Lois Chiles,Speed 2: Cruise Control
Gavin Hood,Action Sci-Fi,Harrison Ford,Moises Arias,Aramis Knight,Ender's Game
Len Wiseman,Action Adventure Thriller,Bruce Willis,Jonathan Sadowski,Cyril Raffaelli,Live Free or Die Hard
Peter Jackson,Action Adventure Drama Fantasy,Christopher Lee,Orlando Bloom,Billy Boyd,The Lord of the Rings: The Fellowship of the Ring
Frank Coraci,Action Adventure Comedy,Jim Broadbent,Steve Coogan,Cécile De France,Around the World in 80 Days
Michael Mann,Biography Drama Sport,Will Smith,Jada Pinkett Smith,Joe Morton,Ali
Bo Welch,Adventure Comedy Family Fantasy,Sean Hayes,Kelly Preston,Spencer Breslin,The Cat in the Hat
Alex Proyas,Action Mystery Sci-Fi Thriller,Will Smith,Bruce Greenwood,Chi McBride,"I, Robot"
Ridley Scott,Action Adventure Drama History War,Liam Neeson,Orlando Bloom,Philip Glenister,Kingdom of Heaven
Rob Minkoff,Adventure Comedy Family Fantasy,Chazz Palminteri,Nathan Lane,Jeffrey Jones,Stuart Little
Ron Clements,Animation Family Fantasy Musical Romance,Oprah Winfrey,Jenifer Lewis,Anika Noni Rose,The Princess and the Frog
Ridley Scott,Adventure Drama Sci-Fi,Matt Damon,Donald Glover,Benedict Wong,The Martian
Christopher Barnard,Comedy,Mathew Buck,Not Available,Not Available,"10,000 B.C."
Michael Bay,Action Adventure Romance Sci-Fi Thriller,Scarlett Johansson,Steve Buscemi,Djimon Hounsou,The Island
Peter Chelsom,Comedy Romance,Del Zamora,Warren Beatty,Garry Shandling,Town & Country
Dominic Sena,Action Crime Thriller,Nicolas Cage,Angelina Jolie Pitt,Robert Duvall,Gone in Sixty Seconds
Ridley Scott,Action Drama Romance,Djimon Hounsou,Connie Nielsen,Oliver Reed,Gladiator
Steven Spielberg,Action Mystery Sci-Fi Thriller,Tom Cruise,Frank Grillo,Jessica Capshaw,Minority Report
Chris Columbus,Adventure Family Fantasy Mystery,Daniel Radcliffe,Rupert Grint,Emma Watson,Harry Potter and the Chamber of Secrets
Martin Campbell,Action Adventure Thriller,Eva Green,Tobias Menzies,Ivana Milicevic,Casino Royale
Tim Burton,Action Adventure Sci-Fi Thriller,Cary-Hiroyuki Tagawa,Estella Warren,Erick Avari,Planet of the Apes
James Cameron,Action Sci-Fi,Joe Morton,Jenette Goldstein,S. Epatha Merkerson,Terminator 2: Judgment Day
Michael Mann,Biography Crime Drama History Romance,Johnny Depp,Christian Bale,Stephen Graham,Public Enemies
Ridley Scott,Biography Crime Drama,Denzel Washington,Ruby Dee,RZA,American Gangster
James Cameron,Action Comedy Thriller,Jamie Lee Curtis,Tia Carrere,Tom Arnold,True Lies
Tony Scott,Action Crime Thriller,Denzel Washington,Ramon Rodriguez,Michael Rispoli,The Taking of Pelham 1 2 3
Paul Weitz,Comedy Romance,Robert De Niro,Blythe Danner,Teri Polo,Little Fockers
Adam McKay,Action Comedy Crime,Dwayne Johnson,Will Ferrell,Derek Jeter,The Other Guys
Chuck Russell,Action Drama Mystery Thriller,Vanessa Williams,James Coburn,Roma Maffia,Eraser
Quentin Tarantino,Drama Western,Leonardo DiCaprio,Christoph Waltz,Ato Essandoh,Django Unchained
Gary Trousdale,Animation Drama Family Musical Romance,Demi Moore,Jason Alexander,Bill Fagerbakke,The Hunchback of Notre Dame
Mark Dindal,Adventure Animation Comedy Family Fantasy,Eartha Kitt,Wendie Malick,John Fiedler,The Emperor's New Groove
Simon West,Action Adventure Thriller,Jason Statham,Sylvester Stallone,Bruce Willis,The Expendables 2
Jon Turteltaub,Action Adventure Comedy Family Mystery,Nicolas Cage,Armando Riesco,Annie Parisse,National Treasure
Stefen Fangmeier,Action Adventure Family Fantasy,Djimon Hounsou,Ed Speleers,Gary Lewis,Eragon
Spike Jonze,Adventure Drama Family Fantasy,Catherine O'Hara,Ryan Corr,Max Records,Where the Wild Things Are
Joe Wright,Adventure Family Fantasy,Hugh Jackman,Cara Delevingne,Nonso Anozie,Pan
Chris Wedge,Adventure Animation Family Fantasy,Josh Hutcherson,Emma Kenney,Troy Evans,Epic
Florian Henckel von Donnersmarck,Action Romance Thriller,Johnny Depp,Angelina Jolie Pitt,Rufus Sewell,The Tourist
Peter Hyams,Action Fantasy Horror Mystery,CCH Pounder,Mark Margolis,Udo Kier,End of Days
Edward Zwick,Adventure Drama Thriller,Leonardo DiCaprio,Djimon Hounsou,Stephen Collins,Blood Diamond
Martin Scorsese,Biography Comedy Crime Drama,Leonardo DiCaprio,Matthew McConaughey,Jon Favreau,The Wolf of Wall Street
Joel Schumacher,Action Adventure Fantasy,Michael Gough,Rene Auberjonois,Debi Mazar,Batman Forever
Paul Verhoeven,Action Sci-Fi War,Jake Busey,Patrick Muldoon,Seth Gilliam,Starship Troopers
Tom Tykwer,Drama Sci-Fi,Tom Hanks,Jim Sturgess,Jim Broadbent,Cloud Atlas
Zack Snyder,Action Adventure Animation Family Fantasy,Abbie Cornish,Richard Roxburgh,Anthony LaPaglia,Legend of the Guardians: The Owls of Ga'Hoole
Pitof,Action Crime Fantasy Romance Thriller,Frances Conroy,Christopher Heyerdahl,Alex Borstein,Catwoman
Brett Ratner,Action Adventure,Dwayne Johnson,Rufus Sewell,Ingrid Bolsø Berdal,Hercules
Ron Clements,Adventure Animation Family Sci-Fi,Joseph Gordon-Levitt,Martin Short,Michael Wincott,Treasure Planet
Brad Silberling,Adventure Comedy Sci-Fi,Will Ferrell,Anna Friel,Bobb'e J. Thompson,Land of the Lost
Patrick Hughes,Action Adventure Thriller,Jason Statham,Sylvester Stallone,Harrison Ford,The Expendables 3
Ericson Core,Action Crime Sport Thriller,Ray Winstone,Edgar Ramírez,Delroy Lindo,Point Break
Lawrence Guterman,Comedy Family Fantasy,Jamie Kennedy,Traylor Howard,Ben Stein,Son of the Mask
Ron Howard,Action Adventure Biography Drama History Thriller,Chris Hemsworth,Benjamin Walker,Frank Dillane,In the Heart of the Sea
Ron Underwood,Action Comedy Sci-Fi,Rosario Dawson,Randy Quaid,Burt Young,The Adventures of Pluto Nash
Paul Greengrass,Action Drama Thriller War,Matt Damon,Sean Huze,Igal Naor,Green Zone
Steve Martino,Adventure Animation Comedy Family,Francesca Capaldi,Venus Schultheis,Bill Melendez,The Peanuts Movie
David Mamet,Drama Mystery Thriller,Ben Gazzara,Felicity Huffman,Campbell Scott,The Spanish Prisoner
Stephen Sommers,Action Adventure Fantasy Thriller,Dwayne Johnson,Brendan Fraser,Patricia Velasquez,The Mummy Returns
Martin Scorsese,Crime Drama,Leonardo DiCaprio,Liam Neeson,Jim Broadbent,Gangs of New York
Yimou Zhang,Drama History Romance War,Christian Bale,Ni Ni,Shigeo Kobayashi,The Flowers of War
Ash Brannon,Animation Comedy Family Sport,Jeff Bridges,Zooey Deschanel,Jon Heder,Surf's Up
Frank Oz,Comedy Sci-Fi Thriller,Jon Lovitz,Matthew Broderick,Roger Bart,The Stepford Wives
Ridley Scott,Drama History War,Ioan Gruffudd,Sam Shepard,Ewen Bremner,Black Hawk Down
Jay Roach,Comedy,Will Ferrell,Thomas Middleditch,Katherine LaNasa,The Campaign
Luc Besson,Action Adventure Sci-Fi,Milla Jovovich,Bruce Willis,Gary Oldman,The Fifth Element
Michael Patrick King,Comedy Drama Romance,Chris Noth,Liza Minnelli,Kristin Davis,Sex and the City 2
Bibo Bergeron,Adventure Animation Comedy Family Romance,Frank Welker,Rosie Perez,Elton John,The Road to El Dorado
Steve Martino,Adventure Animation Comedy Family,Peter Dinklage,Josh Gad,Drake,Ice Age: Continental Drift
Kenneth Branagh,Drama Family Fantasy Romance,Hayley Atwell,Derek Jacobi,Lily James,Cinderella
Peter Jackson,Drama Fantasy Thriller,Michael Imperioli,AJ Michalka,Tom McCarthy,The Lovely Bones
Andrew Stanton,Adventure Animation Comedy Family,Alexander Gould,Stephen Root,Brad Garrett,Finding Nemo
Peter Jackson,Action Adventure Drama Fantasy,Orlando Bloom,Billy Boyd,Bernard Hill,The Lord of the Rings: The Return of the King
Peter Jackson,Action Adventure Drama Fantasy,Christopher Lee,Orlando Bloom,Billy Boyd,The Lord of the Rings: The Two Towers
Sergey Bodrov,Action Adventure Fantasy,Jeff Bridges,Djimon Hounsou,Olivia Williams,Seventh Son
Simon West,Action Adventure Fantasy Thriller,Angelina Jolie Pitt,Noah Taylor,Chris Barrie,Lara Croft: Tomb Raider
Wally Pfister,Drama Mystery Romance Sci-Fi Thriller,Johnny Depp,Morgan Freeman,Clifton Collins Jr.,Transcendence
Joe Johnston,Action Adventure Sci-Fi Thriller,Michael Jeter,Trevor Morgan,Alessandro Nivola,Jurassic Park III
Rupert Wyatt,Action Drama Sci-Fi Thriller,James Franco,David Oyelowo,Tyler Labine,Rise of the Planet of the Apes
Mark Waters,Adventure Family Fantasy,Martin Short,Tod Fennell,Joan Plowright,The Spiderwick Chronicles
John Moore,Action Thriller,Bruce Willis,Cole Hauser,Megalyn Echikunwoke,A Good Day to Die Hard
John Lee Hancock,Drama History War Western,Dennis Quaid,Marc Blucas,Jordi Mollà,The Alamo
Brad Bird,Action Adventure Animation Family,Holly Hunter,Craig T. Nelson,Lou Romano,The Incredibles
Renny Harlin,Action Adventure Comedy,Christopher Masterson,Frank Langella,Matthew Modine,Cutthroat Island
Chris Columbus,Adventure Family Fantasy,Logan Lerman,Rosario Dawson,Steve Coogan,Percy Jackson & the Olympians: The Lightning Thief
Barry Sonnenfeld,Adventure Comedy Family Mystery Sci-Fi,Will Smith,Rip Torn,Linda Fiorentino,Men in Black
John Lasseter,Adventure Animation Comedy Family Fantasy,Tom Hanks,John Ratzenberger,Wayne Knight,Toy Story 2
Tony Scott,Action Thriller,Denzel Washington,Rosario Dawson,Ethan Suplee,Unstoppable
Brett Ratner,Action Comedy Crime Thriller,Mei Melançon,John Lone,Harris Yulin,Rush Hour 2
Robert Zemeckis,Drama Fantasy Horror Mystery Thriller,Harrison Ford,Amber Valletta,Miranda Otto,What Lies Beneath
Phil Lord,Animation Comedy Family Sci-Fi,Will Forte,Bobb'e J. Thompson,Al Roker,Cloudy with a Chance of Meatballs
Carlos Saldanha,Action Adventure Animation Comedy Family,Denis Leary,Maile Flanagan,Kelly Keaton,Ice Age: Dawn of the Dinosaurs
Ben Stiller,Adventure Comedy Drama Fantasy Romance,Adam Scott,Adrian Martinez,Joey Slotnick,The Secret Life of Walter Mitty
McG,Action Adventure Comedy Crime Thriller,Bill Murray,LL Cool J,Kelly Lynch,Charlie's Angels
Martin Scorsese,Crime Drama Thriller,Leonardo DiCaprio,Matt Damon,Ray Winstone,The Departed
Tony Bancroft,Adventure Animation Family Fantasy Musical War,Ming-Na Wen,Harvey Fierstein,June Foray,Mulan
Ben Stiller,Action Comedy,Robert Downey Jr.,Steve Coogan,Brandon T. Jackson,Tropic Thunder
David Fincher,Crime Drama Mystery Thriller,Robin Wright,Goran Visnjic,Joely Richardson,The Girl with the Dragon Tattoo
John McTiernan,Action Adventure Thriller,Bruce Willis,Aldis Hodge,Kevin Chamberlin,Die Hard with a Vengeance
Guy Ritchie,Action Adventure Crime Mystery Thriller,Robert Downey Jr.,Eddie Marsan,Robert Maillet,Sherlock Holmes
Timur Bekmambetov,Adventure Drama History,Morgan Freeman,Ayelet Zurer,Moises Arias,Ben-Hur
Gary Trousdale,Action Adventure Animation Family Fantasy Sci-Fi,Leonard Nimoy,Jim Varney,Cree Summer,Atlantis: The Lost Empire
Walt Becker,Adventure Animation Comedy Family Fantasy Music,Bella Thorne,Joshua Mikel,Jesse McCartney,Alvin and the Chipmunks: The Road Chip
Bryan Singer,Drama History Thriller War,Tom Cruise,Tom Wilkinson,Thomas Kretschmann,Valkyrie
Dennis Dugan,Action Comedy,Adam Sandler,Sayed Badreya,Kevin Nealon,You Don't Mess with the Zohan
Chris Columbus,Action Animation Comedy Sci-Fi,Peter Dinklage,Adam Sandler,Josh Gad,Pixels
Steven Spielberg,Adventure Drama Sci-Fi,Haley Joel Osment,William Hurt,Kevin Sussman,A.I. Artificial Intelligence
Rob Minkoff,Comedy Family Fantasy Horror Mystery,Marsha Thomason,Rachael Harris,Marc John Jefferies,The Haunted Mansion
Robert Zemeckis,Drama Mystery Sci-Fi Thriller,Matthew McConaughey,Tom Skerritt,Larry King,Contact
Paul Verhoeven,Action Horror Sci-Fi Thriller,Greg Grunberg,Kim Dickens,Joey Slotnick,Hollow Man
Sydney Pollack,Crime Mystery Thriller,Curtiss Cook,George Harris,Michael Wright,The Interpreter
Thor Freudenthal,Adventure Family Fantasy,Logan Lerman,Leven Rambin,Brandon T. Jackson,Percy Jackson: Sea of Monsters
Jan de Bont,Action Adventure Fantasy,Gerard Butler,Angelina Jolie Pitt,Djimon Hounsou,Lara Croft Tomb Raider: The Cradle of Life
Jon M. Chu,Action Adventure Comedy Crime Mystery Thriller,Daniel Radcliffe,Morgan Freeman,Sanaa Lathan,Now You See Me 2
Phillip Noyce,Action Adventure Romance Sci-Fi Thriller,Alun Armstrong,Michael Byrne,Velibor Topic,The Saint
Tony Scott,Action Crime Thriller,Brad Pitt,Stephen Dillane,Catherine McCormack,Spy Game
Brian De Palma,Adventure Sci-Fi Thriller,Don Cheadle,Connie Nielsen,Kim Delaney,Mission to Mars
Carlos Saldanha,Adventure Animation Comedy Family Musical,Anne Hathaway,Wanda Sykes,Will.i.am,Rio
Chris Columbus,Comedy Drama Sci-Fi,Robin Williams,Oliver Platt,John Michael Higgins,Bicentennial Man
Mick Jackson,Action Drama Sci-Fi Thriller,Don Cheadle,Anne Heche,Gaby Hoffmann,Volcano
Alan J. Pakula,Action Crime Drama Thriller,Harrison Ford,Brad Pitt,Natascha McElhone,The Devil's Own
Kathryn Bigelow,Drama History Thriller War,Liam Neeson,Christian Camargo,Lex Shrapnel,K-19: The Widowmaker
Josh Trank,Action Adventure Sci-Fi,Tim Blake Nelson,Reg E. Cathey,Tim Heidecker,Fantastic Four
John Milius,Adventure Fantasy,William Smith,Mako,Sandahl Bergman,Conan the Barbarian
Ron Howard,Biography Drama Sport,Paddy Considine,Bruce McGill,Rosemarie DeWitt,Cinderella Man
Andrey Konchalovskiy,Action Family Fantasy Musical,Shirley Henderson,Nathan Lane,Richard E. Grant,The Nutcracker in 3D
Gary Ross,Drama History Sport,Jeff Bridges,Michael Angarano,Michael O'Neill,Seabiscuit
Jan de Bont,Action Adventure Drama Thriller,Philip Seymour Hoffman,Alan Ruck,Jami Gertz,Twister
Rob Cohen,Action Crime Thriller,Paul Walker,Vin Diesel,Jordana Brewster,The Fast and the Furious
Robert Zemeckis,Adventure Drama Romance,Tom Hanks,Paul Sanchez,Nick Searcy,Cast Away
George Miller,Animation Comedy Family Music Romance,Robin Williams,Hugh Jackman,Elizabeth Daily,Happy Feet
Paul Greengrass,Action Mystery Thriller,Matt Damon,Joan Allen,Oksana Akinshina,The Bourne Supremacy
Wolfgang Petersen,Action Adventure Drama Thriller,Harrison Ford,Gary Oldman,Dean Stockwell,Air Force One
Steven Soderbergh,Crime Thriller,Brad Pitt,Bernie Mac,Elliott Gould,Ocean's Eleven
Paul W.S. Anderson,Action Adventure Romance,Milla Jovovich,Logan Lerman,Orlando Bloom,The Three Musketeers
Genndy Tartakovsky,Animation Comedy Family Fantasy,Steve Buscemi,Adam Sandler,Jon Lovitz,Hotel Transylvania
Kevin Lima,Animation Comedy Family Fantasy Musical Romance,Jeff Bennett,Teala Dunn,Fred Tatasciore,Enchanted
Not Available,Crime Drama Horror Mystery Thriller,Caroline Dhavernas,Scott Thompson,Hettienne Park,Hannibal
Daniel Espinosa,Action Crime Mystery Thriller,Denzel Washington,Ryan Reynolds,Sam Shepard,Safe House
Kevin Lima,Adventure Comedy Family,Ioan Gruffudd,Eric Idle,Jim Carter,102 Dalmatians
Brett Ratner,Action Comedy Crime,Matthew Broderick,Gabourey Sidibe,Judd Hirsch,Tower Heist
Nancy Meyers,Comedy Romance,Kate Winslet,Rufus Sewell,Sarah Parish,The Holiday
Tony Scott,Action Crime Drama Mystery Thriller,Will Smith,Jake Busey,Lisa Bonet,Enemy of the State
Nancy Meyers,Comedy Drama Romance,Meryl Streep,Hunter Parrish,Zoe Kazan,It's Complicated
Steven Soderbergh,Crime Thriller,Al Pacino,Matt Damon,Brad Pitt,Ocean's Thirteen
Roger Allers,Adventure Animation Comedy Family,Jon Favreau,Debra Messing,Jane Krakowski,Open Season
Neil Burger,Adventure Mystery Sci-Fi,Kate Winslet,Theo James,Mekhi Phifer,Divergent
Jean-Jacques Annaud,Drama History War,Bob Hoskins,Gabriel Thomson,Clemens Schick,Enemy at the Gates
Peter Berg,Action Adventure Comedy Thriller,Dwayne Johnson,Rosario Dawson,Ewen Bremner,The Rundown
John McTiernan,Action Adventure Comedy Fantasy,F. Murray Abraham,Tom Noonan,Joan Plowright,Last Action Hero
Rob Marshall,Drama Romance,Li Gong,Mako,Karl Yune,Memoirs of a Geisha
Justin Lin,Action Crime Thriller,Amber Stevens West,Zachery Ty Bryan,Nikki Griffin,The Fast and the Furious: Tokyo Drift
Sarah Smith,Adventure Animation Comedy Family Fantasy,Jim Broadbent,Imelda Staunton,Michael Palin,Arthur Christmas
Martin Brest,Drama Fantasy Romance,Anthony Hopkins,Brad Pitt,Jake Weber,Meet Joe Black
Andrew Davis,Action Drama Thriller,Raymond Cruz,Rick Worthy,Jsu Garcia,Collateral Damage
Bob Fosse,Comedy Drama Music Musical,Roy Scheider,Ben Vereen,Max Wright,All That Jazz
Tarsem Singh,Adventure Comedy Drama Family Fantasy,Julia Roberts,Nathan Lane,Danny Woodburn,Mirror Mirror
Edgar Wright,Action Comedy Fantasy Romance,Anna Kendrick,Kieran Culkin,Ellen Wong,Scott Pilgrim vs. the World
Jon Amiel,Action Adventure Sci-Fi Thriller,Glenn Morshower,Tchéky Karyo,Rekha Sharma,The Core
Peter Segal,Comedy Romance Sci-Fi,Larry Miller,Janet Jackson,Chris Elliott,Nutty Professor II: The Klumps
Raja Gosnell,Adventure Comedy Mystery,Sarah Michelle Gellar,Linda Cardellini,Miguel A. Núñez Jr.,Scooby-Doo
Pete Travis,Action Sci-Fi,Wood Harris,Jason Cope,Rakie Ayola,Dredd
Frank Coraci,Comedy Drama Fantasy Romance,Adam Sandler,Cameron Monaghan,Julie Kavner,Click
